date,prediction,probability,actual_label,actual_return,pnl
2016-09-21,0,0.3626683578987051,0,-0.00017624872523736089,0.0
2016-09-22,0,0.3480447225390495,1,0.009379269062778322,0.0
2016-09-23,0,0.3961312670327588,0,-0.01680407127074455,0.0
2016-09-26,0,0.3329030728317434,0,0.001507019898726489,0.0
2016-09-27,0,0.35802697035468484,0,0.001858703585714465,0.0
2016-09-28,0,0.3498597010964648,1,0.007575826589952576,0.0
2016-09-29,0,0.35507576185615936,0,-0.015655130695139595,0.0
2016-09-30,0,0.3732075643691492,1,0.007725720953797425,0.0
2016-10-03,0,0.39618336335481835,0,-0.0046995186380511846,0.0
2016-10-04,0,0.3464236872241717,0,0.004256663873546348,0.0
2016-10-05,0,0.36629873898038906,0,0.00044285476450489137,0.0
2016-10-06,0,0.3175967996808884,1,0.007402846168842914,0.0
2016-10-07,0,0.34043911461418924,0,0.0014914173962776596,0.0
2016-10-10,0,0.34566334552643246,1,0.017296642921374308,0.0
2016-10-11,0,0.351047688872745,0,0.0021515845351677094,0.0
2016-10-12,0,0.33553966054003664,1,0.008902961364227826,0.0
2016-10-13,0,0.368702534410475,0,-0.0030727943873021693,0.0
2016-10-14,0,0.35582024081171165,1,0.005541038363542055,0.0
2016-10-17,0,0.3491674908143083,0,-0.0006803379040229797,0.0
2016-10-18,0,0.38613738700407263,0,-0.0006809428277895219,0.0
2016-10-19,0,0.3889608916163615,0,-0.002983798031166373,0.0
2016-10-20,0,0.3515746413100123,0,-0.0005122367379479558,0.0
2016-10-21,0,0.3474892311783633,0,-0.003937627252067074,0.0
2016-10-24,0,0.35394590066413467,1,0.008964795708160654,0.0
2016-10-25,0,0.30918596115527536,1,0.005086936824659074,0.0
2016-10-26,0,0.303029625646465,0,-0.02275154473141542,0.0
2016-10-27,0,0.33558628954218594,0,-0.009649216720074991,0.0
2016-10-28,0,0.3453143504764259,0,-0.0066608164129317,0.0
2016-10-31,0,0.33465069600724245,0,-0.001584015777022703,0.0
2016-11-01,0,0.31646248108626285,0,-0.018220611662455706,0.0
2016-11-02,0,0.3148133773660014,0,0.0008968298173023509,0.0
2016-11-03,0,0.35341715871429824,0,-0.010776644373699002,0.0
2016-11-04,0,0.3225110879910169,0,-0.009054915240035214,0.0
2016-11-07,0,0.3344824176026854,1,0.014321825071660101,0.0
2016-11-08,0,0.34100458378466847,1,0.005869807612375859,0.0
2016-11-09,0,0.3160399227128864,0,-0.001621911086415581,0.0
2016-11-10,0,0.34160648713398584,0,-0.02826373315877887,0.0
2016-11-11,0,0.33064560310453606,1,0.005919854350767847,0.0
2016-11-14,0,0.3408764873499643,0,-0.025405109314759717,0.0
2016-11-15,0,0.339739111947817,1,0.013156777605796501,0.0
